Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Starting kubelet.service - kubelet: The Kubernetes Node Agent...
Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Aug 25 04:14:21 pranav-cluster-worker2 kubelet[133]: I0825 04:14:21.092327     133 server.go:525] "Kubelet version" kubeletVersion="v1.35.0"
Aug 25 04:14:24 pranav-cluster-worker2 kubelet[187]: E0825 04:14:24.673578     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:24 pranav-cluster-worker2 kubelet[187]: E0825 04:14:24.776566     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:24 pranav-cluster-worker2 kubelet[187]: E0825 04:14:24.879154     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:24 pranav-cluster-worker2 kubelet[187]: E0825 04:14:24.981701     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.083998     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.185441     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.287360     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.326936     187 controller.go:201] "Failed to ensure lease exists, will retry" err="Get \"https://pranav-cluster-control-plane:6443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/pranav-cluster-worker2?timeout=10s\": dial tcp 172.18.0.4:6443: connect: connection refused" interval="3.2s"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.390252     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.494080     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: I0825 04:14:25.533646     187 kubelet_node_status.go:74] "Attempting to register node" node="pranav-cluster-worker2"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.536099     187 kubelet_node_status.go:106] "Unable to register node with API server" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/nodes\": dial tcp 172.18.0.4:6443: connect: connection refused" node="pranav-cluster-worker2"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.596011     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.697409     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.800858     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:25 pranav-cluster-worker2 kubelet[187]: E0825 04:14:25.903145     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.005494     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.109004     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.211186     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.312433     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.416836     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.519063     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.621166     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.722634     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.825086     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:26 pranav-cluster-worker2 kubelet[187]: E0825 04:14:26.927112     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.028343     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.130442     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.233176     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.334521     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.437702     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.540618     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.642479     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.744349     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.847641     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:27 pranav-cluster-worker2 kubelet[187]: E0825 04:14:27.949364     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.051733     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.154600     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.259681     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.365636     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.470876     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.532262     187 controller.go:201] "Failed to ensure lease exists, will retry" err="Get \"https://pranav-cluster-control-plane:6443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/pranav-cluster-worker2?timeout=10s\": dial tcp 172.18.0.4:6443: connect: connection refused" interval="6.4s"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.575907     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.679023     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: I0825 04:14:28.739070     187 kubelet_node_status.go:74] "Attempting to register node" node="pranav-cluster-worker2"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.743535     187 kubelet_node_status.go:106] "Unable to register node with API server" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/nodes\": dial tcp 172.18.0.4:6443: connect: connection refused" node="pranav-cluster-worker2"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.780753     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.882243     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:28 pranav-cluster-worker2 kubelet[187]: E0825 04:14:28.983277     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.084434     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.186306     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.287398     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.389239     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.490282     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.592844     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.694501     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.796666     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:14:29 pranav-cluster-worker2 kubelet[187]: E0825 04:14:29.898717     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
